Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
23008,,Portugal,24-04-20,22797,854
27556,California,US,12-04-20,22795,640
24154,,Saudi Arabia,30-04-20,22753,162
11836,,Ecuador,24-04-20,22719,576
11837,,Ecuador,25-04-20,22719,576
11838,,Ecuador,26-04-20,22719,576
32241,Texas,US,23-04-20,22650,604
5566,Quebec,Canada,24-04-20,22616,1340
29270,Louisiana,US,16-04-20,22532,1156
28129,Florida,US,15-04-20,22511,596
28252,Georgia,US,24-04-20,22491,899
27794,Connecticut,US,22-04-20,22469,1544
29720,Michigan,US,10-04-20,22434,1276
23007,,Portugal,23-04-20,22353,820
14085,,France,24-03-20,22304,1100
30623,New Jersey,US,01-04-20,22255,355
25955,,Switzerland,07-04-20,22253,821
14538,,Germany,21-03-20,22213,84
2699,,Belgium,07-04-20,22194,2035
3502,,Brazil,12-04-20,22192,1223
34725,,United Kingdom,30-03-20,22141,2043
19824,,Mexico,02-05-20,22088,2061
25866,,Sweden,02-05-20,22082,2669
28697,Illinois,US,13-04-20,22025,798
23006,,Portugal,22-04-20,21982,785
29269,Louisiana,US,15-04-20,21951,1103
28251,Georgia,US,23-04-20,21883,881
5565,Quebec,Canada,23-04-20,21838,1243
21283,,Netherlands,09-04-20,21762,2396
29512,Maryland,US,30-04-20,21742,1140
31545,Pennsylvania,US,11-04-20,21719,503
27555,California,US,11-04-20,21706,604
25954,,Switzerland,06-04-20,21657,765
22666,,Peru,24-04-20,21648,634
16249,,Iran,22-03-20,21638,1685
28128,Florida,US,14-04-20,21628,571
25865,,Sweden,01-05-20,21520,2653
29268,Louisiana,US,14-04-20,21518,1013
29719,Michigan,US,09-04-20,21504,1076
24153,,Saudi Arabia,29-04-20,21402,157
23005,,Portugal,21-04-20,21379,762
16052,,India,22-04-20,21370,681
32240,Texas,US,22-04-20,21321,556
28250,Georgia,US,22-04-20,21214,848
16518,,Ireland,02-05-20,21176,1286
16697,,Italy,14-03-20,21157,1441
23340,,Russia,14-04-20,21102,170
25953,,Switzerland,05-04-20,21100,715
25864,,Sweden,30-04-20,21092,2586
27554,California,US,10-04-20,21081,583
28127,Florida,US,13-04-20,21019,499
29267,Louisiana,US,13-04-20,21016,884
29606,Massachusetts,US,10-04-20,20974,599
5564,Quebec,Canada,22-04-20,20965,1134
26977,,Turkey,03-04-20,20921,425
22665,,Peru,23-04-20,20914,572
30842,New York,US,23-03-20,20884,158
23004,,Portugal,20-04-20,20863,735
28696,Illinois,US,12-04-20,20852,720
29511,Maryland,US,29-04-20,20849,1078
16517,,Ireland,01-05-20,20833,1265
2698,,Belgium,06-04-20,20814,1632
19823,,Mexico,01-05-20,20739,1972
3501,,Brazil,11-04-20,20727,1124
16516,,Ireland,30-04-20,20612,1232
16248,,Iran,21-03-20,20610,1556
29266,Louisiana,US,12-04-20,20595,840
32239,Texas,US,21-04-20,20574,533
21282,,Netherlands,08-04-20,20549,2248
25952,,Switzerland,04-04-20,20505,666
25367,,Spain,20-03-20,20410,1043
27793,Connecticut,US,21-04-20,20360,1423
29718,Michigan,US,08-04-20,20346,959
25863,,Sweden,29-04-20,20302,2462
16515,,Ireland,29-04-20,20253,1190
23003,,Portugal,19-04-20,20206,714
5563,Quebec,Canada,21-04-20,20126,1044
29510,Maryland,US,28-04-20,20113,1016
16051,,India,21-04-20,20080,645
24152,,Saudi Arabia,28-04-20,20077,152
31544,Pennsylvania,US,10-04-20,20051,418
29265,Louisiana,US,11-04-20,20014,806
28126,Florida,US,12-04-20,19895,461
28249,Georgia,US,21-04-20,19881,798
16514,,Ireland,28-04-20,19877,1159
14084,,France,23-03-20,19856,860
14537,,Germany,20-03-20,19848,67
27792,Connecticut,US,20-04-20,19815,1331
32238,Texas,US,20-04-20,19751,507
27553,California,US,09-04-20,19710,544
2697,,Belgium,05-04-20,19691,1447
23002,,Portugal,18-04-20,19685,687
16513,,Ireland,27-04-20,19648,1102
16247,,Iran,20-03-20,19644,1433
3500,,Brazil,10-04-20,19638,1057
25862,,Sweden,28-04-20,19621,2355
25951,,Switzerland,03-04-20,19606,591
21281,,Netherlands,07-04-20,19580,2101
34724,,United Kingdom,29-03-20,19522,1669
29509,Maryland,US,27-04-20,19487,945
28248,Georgia,US,20-04-20,19407,775
31224,Ohio,US,02-05-20,19335,1022
5562,Quebec,Canada,20-04-20,19319,939
28830,Indiana,US,02-05-20,19295,1115
16512,,Ireland,26-04-20,19262,1087
32237,Texas,US,19-04-20,19260,490
29264,Louisiana,US,10-04-20,19253,755
22664,,Peru,22-04-20,19250,530
19822,,Mexico,30-04-20,19224,1859
28695,Illinois,US,11-04-20,19180,677
22218,,Pakistan,02-05-20,19103,440
23001,,Portugal,17-04-20,19022,657
29717,Michigan,US,07-04-20,18970,845
29605,Massachusetts,US,09-04-20,18941,503
25861,,Sweden,27-04-20,18926,2274
27552,California,US,08-04-20,18897,495
23000,,Portugal,16-04-20,18841,629
25950,,Switzerland,02-04-20,18827,536
24151,,Saudi Arabia,27-04-20,18811,144
21280,,Netherlands,06-04-20,18803,1867
31223,Ohio,US,01-05-20,18743,1003
32236,Texas,US,18-04-20,18704,476
30622,New Jersey,US,31-03-20,18696,267
25860,,Sweden,26-04-20,18640,2194
28829,Indiana,US,01-05-20,18630,1175
29508,Maryland,US,26-04-20,18581,910
16511,,Ireland,25-04-20,18561,1063
16050,,India,20-04-20,18539,592
28125,Florida,US,11-04-20,18494,438
6144,,Chile,02-05-20,18435,247
2696,,Belgium,04-04-20,18431,1283
16246,,Iran,19-03-20,18407,1284
23339,,Russia,13-04-20,18328,148
5346,Ontario,Canada,02-05-20,18321,1292
28247,Georgia,US,19-04-20,18301,687
31543,Pennsylvania,US,09-04-20,18300,345
29263,Louisiana,US,09-04-20,18283,702
16510,,Ireland,24-04-20,18184,1014
25859,,Sweden,25-04-20,18177,2192
26976,,Turkey,02-04-20,18135,356
22217,,Pakistan,01-05-20,18114,417
3499,,Brazil,09-04-20,18092,950
22999,,Portugal,15-04-20,18091,599
31222,Ohio,US,30-04-20,18027,976
25366,,Spain,19-03-20,17963,830
27791,Connecticut,US,19-04-20,17962,1127
5561,Quebec,Canada,19-04-20,17950,820
28694,Illinois,US,10-04-20,17887,597
5345,Ontario,Canada,01-05-20,17880,1265
21279,,Netherlands,05-04-20,17851,1766
32235,Texas,US,17-04-20,17849,451
22663,,Peru,21-04-20,17837,484
28828,Indiana,US,30-04-20,17835,1114
19821,,Mexico,29-04-20,17799,1732
25949,,Switzerland,01-04-20,17768,488
29507,Maryland,US,25-04-20,17766,875
32706,Virginia,US,02-05-20,17738,617
28246,Georgia,US,18-04-20,17669,673
16696,,Italy,13-03-20,17660,1266
16049,,India,19-04-20,17615,559
16509,,Ireland,23-04-20,17607,794
25858,,Sweden,24-04-20,17567,2152
27790,Connecticut,US,18-04-20,17550,1086
24726,,Singapore,02-05-20,17548,17
28124,Florida,US,10-04-20,17531,390
24150,,Saudi Arabia,26-04-20,17522,139
5560,Quebec,Canada,18-04-20,17521,688
22998,,Portugal,14-04-20,17448,567
5344,Ontario,Canada,30-04-20,17395,1205
16245,,Iran,18-03-20,17361,1135
27551,California,US,07-04-20,17351,432
31221,Ohio,US,29-04-20,17303,937
29716,Michigan,US,06-04-20,17221,727
28245,Georgia,US,17-04-20,17194,650
28827,Indiana,US,29-04-20,17182,964
24725,,Singapore,01-05-20,17101,16
34723,,United Kingdom,28-03-20,17089,1455
29262,Louisiana,US,08-04-20,17030,652
6143,,Chile,01-05-20,17008,234
5343,Ontario,Canada,29-04-20,16978,1153
22997,,Portugal,13-04-20,16934,535
32705,Virginia,US,01-05-20,16902,581
32234,Texas,US,16-04-20,16876,414
22216,,Pakistan,30-04-20,16817,385
27789,Connecticut,US,17-04-20,16809,1036
5559,Quebec,Canada,17-04-20,16798,688
29604,Massachusetts,US,08-04-20,16790,433
2695,,Belgium,03-04-20,16770,1143
31220,Ohio,US,28-04-20,16769,799
25857,,Sweden,23-04-20,16755,2021
19820,,Mexico,28-04-20,16752,1569
16508,,Ireland,22-04-20,16671,769
30621,New Jersey,US,30-03-20,16636,198
31542,Pennsylvania,US,08-04-20,16631,318
21278,,Netherlands,04-04-20,16627,1651
29506,Maryland,US,24-04-20,16616,798
25948,,Switzerland,31-03-20,16605,433
28826,Indiana,US,28-04-20,16588,901
22996,,Portugal,12-04-20,16585,504
5342,Ontario,Canada,28-04-20,16500,1072
28123,Florida,US,09-04-20,16364,354
22662,,Peru,20-04-20,16325,445
31219,Ohio,US,27-04-20,16325,753
24149,,Saudi Arabia,25-04-20,16299,136
29261,Louisiana,US,07-04-20,16284,582
27690,Colorado,US,02-05-20,16225,832
16632,,Israel,02-05-20,16185,229
3498,,Brazil,08-04-20,16170,819
16244,,Iran,17-03-20,16169,988
24724,,Singapore,30-04-20,16169,15
16631,,Israel,01-05-20,16101,225
16507,,Ireland,21-04-20,16040,730
6142,,Chile,30-04-20,16023,227
27550,California,US,06-04-20,16019,380
14083,,France,22-03-20,16018,674
25856,,Sweden,22-04-20,16004,1937
22995,,Portugal,11-04-20,15987,470
31218,Ohio,US,26-04-20,15972,728
5341,Ontario,Canada,27-04-20,15970,1023
28825,Indiana,US,27-04-20,15961,844
16630,,Israel,30-04-20,15946,222
25947,,Switzerland,30-03-20,15922,359
32233,Texas,US,15-04-20,15907,375
27788,Connecticut,US,16-04-20,15884,971
5558,Quebec,Canada,16-04-20,15857,630
32704,Virginia,US,30-04-20,15847,552
16629,,Israel,29-04-20,15834,215
2610,,Belarus,02-05-20,15828,97
30841,New York,US,22-03-20,15800,117
27689,Colorado,US,01-05-20,15793,821
23338,,Russia,12-04-20,15770,130
29505,Maryland,US,23-04-20,15737,748
16628,,Israel,28-04-20,15728,210
21277,,Netherlands,03-04-20,15723,1487
16048,,India,18-04-20,15722,521
29715,Michigan,US,05-04-20,15718,617
26975,,Turkey,01-04-20,15679,277
28244,Georgia,US,16-04-20,15669,587
16506,,Ireland,20-04-20,15652,687
24723,,Singapore,29-04-20,15641,14
22661,,Peru,19-04-20,15628,400
31217,Ohio,US,25-04-20,15587,711
5340,Ontario,Canada,26-04-20,15568,960
1926,,Austria,02-05-20,15558,596
16627,,Israel,27-04-20,15555,204
1925,,Austria,01-05-20,15531,589
19819,,Mexico,27-04-20,15529,1434
22215,,Pakistan,29-04-20,15525,343
22994,,Portugal,10-04-20,15472,435
28122,Florida,US,08-04-20,15456,309
1924,,Austria,30-04-20,15452,584
16626,,Israel,26-04-20,15443,201
1923,,Austria,29-04-20,15402,580
1922,,Austria,28-04-20,15357,569
2694,,Belgium,02-04-20,15348,1011
25855,,Sweden,21-04-20,15322,1765
14536,,Germany,19-03-20,15320,44
16625,,Israel,25-04-20,15298,199
27688,Colorado,US,30-04-20,15284,777
1921,,Austria,27-04-20,15274,549
16505,,Ireland,19-04-20,15251,610
1920,,Austria,26-04-20,15225,542
29603,Massachusetts,US,07-04-20,15202,356
31216,Ohio,US,24-04-20,15169,690
1919,,Austria,25-04-20,15148,536
24148,,Saudi Arabia,24-04-20,15102,127
28693,Illinois,US,09-04-20,15079,462
28692,Illinois,US,08-04-20,15078,462
1918,,Austria,24-04-20,15071,530
16624,,Israel,24-04-20,15058,194
27549,California,US,05-04-20,15034,348
5339,Ontario,Canada,25-04-20,15012,916
28824,Indiana,US,26-04-20,15012,813
32232,Texas,US,14-04-20,15006,342
32820,Washington,US,02-05-20,15003,830
1917,,Austria,23-04-20,15002,522
16243,,Iran,16-03-20,14991,853
28243,Georgia,US,15-04-20,14987,552
32703,Virginia,US,29-04-20,14962,522
24722,,Singapore,28-04-20,14951,14
1916,,Austria,22-04-20,14925,510
2609,,Belarus,01-05-20,14917,93
6141,,Chile,29-04-20,14885,216
1915,,Austria,21-04-20,14873,491
23130,,Qatar,02-05-20,14872,12
29260,Louisiana,US,06-04-20,14867,512
5557,Quebec,Canada,15-04-20,14860,487
31541,Pennsylvania,US,07-04-20,14853,247
25946,,Switzerland,29-03-20,14829,300
16623,,Israel,23-04-20,14803,192
1914,,Austria,20-04-20,14795,470
25854,,Sweden,20-04-20,14777,1580
29504,Maryland,US,22-04-20,14775,698
16504,,Ireland,18-04-20,14758,571
27687,Colorado,US,29-04-20,14758,766
27787,Connecticut,US,15-04-20,14755,868
1913,,Austria,19-04-20,14749,452
21276,,Netherlands,02-04-20,14697,1339
31215,Ohio,US,23-04-20,14694,656
19818,,Mexico,26-04-20,14677,1351
1912,,Austria,18-04-20,14671,443
32819,Washington,US,01-05-20,14637,824
22214,,Pakistan,28-04-20,14612,312
1911,,Austria,17-04-20,14595,431
28242,Georgia,US,14-04-20,14578,525
16974,,Japan,02-05-20,14571,474
5338,Ontario,Canada,24-04-20,14550,862
28121,Florida,US,07-04-20,14545,283
34722,,United Kingdom,27-03-20,14543,1161
16622,,Israel,22-04-20,14498,189
1910,,Austria,16-04-20,14476,410
24721,,Singapore,27-04-20,14423,14
22660,,Peru,18-04-20,14420,348
28823,Indiana,US,25-04-20,14399,786
25853,,Sweden,19-04-20,14385,1540
6140,,Chile,28-04-20,14365,207
16047,,India,17-04-20,14352,486
32702,Virginia,US,28-04-20,14339,492
1909,,Austria,15-04-20,14336,393
32818,Washington,US,30-04-20,14327,814
27686,Colorado,US,28-04-20,14316,736
16973,,Japan,01-05-20,14305,455
14082,,France,21-03-20,14282,562
32231,Texas,US,13-04-20,14275,305
5556,Quebec,Canada,14-04-20,14248,435
1908,,Austria,14-04-20,14226,384
29714,Michigan,US,04-04-20,14225,540
29503,Maryland,US,21-04-20,14193,652
16969,,Japan,27-04-20,14153,385
31214,Ohio,US,22-04-20,14117,610
23129,,Qatar,01-05-20,14096,12
16972,,Japan,30-04-20,14088,430
25945,,Switzerland,28-03-20,14076,264
32817,Washington,US,29-04-20,14070,801
5337,Ontario,Canada,23-04-20,14068,806
1907,,Austria,13-04-20,14041,368
3497,,Brazil,07-04-20,14034,686
2608,,Belarus,30-04-20,14027,89
27786,Connecticut,US,14-04-20,13989,671
16503,,Ireland,17-04-20,13980,530
2693,,Belgium,01-04-20,13964,828
22993,,Portugal,09-04-20,13956,409
1906,,Austria,12-04-20,13945,350
16621,,Israel,21-04-20,13942,184
16242,,Iran,15-03-20,13938,724
24147,,Saudi Arabia,23-04-20,13930,121
22213,,Pakistan,27-04-20,13915,292
25365,,Spain,18-03-20,13910,623
16971,,Japan,29-04-20,13895,413
27685,Colorado,US,27-04-20,13879,706
19817,,Mexico,25-04-20,13842,1305
32816,Washington,US,28-04-20,13842,786
29602,Massachusetts,US,06-04-20,13837,260
25852,,Sweden,18-04-20,13822,1511
6139,,Chile,27-04-20,13813,198
1905,,Austria,11-04-20,13806,337
16970,,Japan,28-04-20,13736,394
31213,Ohio,US,21-04-20,13725,557
5336,Ontario,Canada,22-04-20,13718,762
16620,,Israel,20-04-20,13713,177
32815,Washington,US,27-04-20,13686,764
29502,Maryland,US,20-04-20,13684,582
28822,Indiana,US,24-04-20,13681,741
32230,Texas,US,12-04-20,13677,283
24720,,Singapore,26-04-20,13624,12
21275,,Netherlands,01-04-20,13614,1173
33504,,United Arab Emirates,02-05-20,13599,119
23337,,Russia,11-04-20,13584,106
5555,Quebec,Canada,13-04-20,13557,360
1904,,Austria,10-04-20,13555,319
32701,Virginia,US,27-04-20,13538,460
26974,,Turkey,31-03-20,13531,214
32814,Washington,US,26-04-20,13521,749
16619,,Israel,19-04-20,13491,172
22659,,Peru,17-04-20,13489,300
16968,,Japan,26-04-20,13441,372
27684,Colorado,US,26-04-20,13441,688
16046,,India,16-04-20,13430,448
23128,,Qatar,30-04-20,13409,10
30620,New Jersey,US,29-03-20,13386,161
27785,Connecticut,US,13-04-20,13381,602
22902,,Poland,02-05-20,13375,664
6138,,Chile,26-04-20,13331,189
22212,,Pakistan,26-04-20,13328,281
28120,Florida,US,06-04-20,13324,236
32813,Washington,US,25-04-20,13319,737
28241,Georgia,US,13-04-20,13315,465
16502,,Ireland,16-04-20,13271,486
16618,,Israel,18-04-20,13265,164
1903,,Austria,09-04-20,13244,295
16967,,Japan,25-04-20,13231,360
25851,,Sweden,17-04-20,13216,1400
2607,,Belarus,29-04-20,13181,84
22992,,Portugal,08-04-20,13141,380
31540,Pennsylvania,US,06-04-20,13127,179
22901,,Poland,01-05-20,13105,651
28821,Indiana,US,23-04-20,13039,706
33503,,United Arab Emirates,01-05-20,13038,111
32229,Texas,US,11-04-20,13023,266
29259,Louisiana,US,05-04-20,13010,477
16617,,Israel,17-04-20,12982,151
32812,Washington,US,24-04-20,12977,722
32700,Virginia,US,26-04-20,12970,449
27683,Colorado,US,25-04-20,12968,684
1902,,Austria,08-04-20,12942,273
25944,,Switzerland,27-03-20,12928,231
31212,Ohio,US,20-04-20,12919,509
22900,,Poland,30-04-20,12877,644
19816,,Mexico,24-04-20,12872,1221
6137,,Chile,25-04-20,12858,181
29501,Maryland,US,19-04-20,12847,461
5554,Quebec,Canada,12-04-20,12846,328
27548,California,US,04-04-20,12837,289
16966,,Japan,24-04-20,12829,345
2692,,Belgium,31-03-20,12775,705
24146,,Saudi Arabia,22-04-20,12772,114
16616,,Israel,16-04-20,12758,142
32811,Washington,US,23-04-20,12753,711
29713,Michigan,US,03-04-20,12744,479
23244,,Romania,02-05-20,12732,771
16241,,Iran,14-03-20,12729,611
22211,,Pakistan,25-04-20,12723,269
5335,Ontario,Canada,21-04-20,12715,694
24719,,Singapore,25-04-20,12693,12
32136,Tennessee,US,02-05-20,12661,209
22899,,Poland,29-04-20,12640,624
1901,,Austria,07-04-20,12639,243
14081,,France,20-03-20,12612,450
32810,Washington,US,22-04-20,12596,686
21274,,Netherlands,31-03-20,12595,1039
23243,,Romania,01-05-20,12567,744
23127,,Qatar,29-04-20,12564,10
16501,,Ireland,15-04-20,12547,444
25850,,Sweden,16-04-20,12540,1333
16615,,Israel,15-04-20,12501,130
29601,Massachusetts,US,05-04-20,12500,231
29258,Louisiana,US,04-04-20,12496,409
22658,,Peru,16-04-20,12491,274
33502,,United Arab Emirates,30-04-20,12481,105
16694,,Italy,11-03-20,12462,827
16695,,Italy,12-03-20,12462,827
28240,Georgia,US,12-04-20,12452,433
22991,,Portugal,07-04-20,12442,345
28820,Indiana,US,22-04-20,12438,666
32809,Washington,US,21-04-20,12392,664
16965,,Japan,23-04-20,12368,328
32699,Virginia,US,25-04-20,12366,437
28119,Florida,US,05-04-20,12350,221
14535,,Germany,18-03-20,12327,28
29500,Maryland,US,18-04-20,12326,421
16045,,India,15-04-20,12322,405
6136,,Chile,24-04-20,12306,174
1900,,Austria,06-04-20,12297,220
5553,Quebec,Canada,11-04-20,12292,289
28691,Illinois,US,07-04-20,12271,308
28690,Illinois,US,06-04-20,12262,307
27682,Colorado,US,24-04-20,12256,674
32807,Washington,US,19-04-20,12255,636
23242,,Romania,30-04-20,12240,717
22898,,Poland,28-04-20,12218,596
2606,,Belarus,28-04-20,12208,79
3496,,Brazil,06-04-20,12161,564
28239,Georgia,US,11-04-20,12159,429
32808,Washington,US,20-04-20,12114,643
32228,Texas,US,10-04-20,12105,238
28819,Indiana,US,21-04-20,12097,635
24718,,Singapore,24-04-20,12075,12
5334,Ontario,Canada,20-04-20,12063,624
1899,,Austria,05-04-20,12051,204
16614,,Israel,14-04-20,12046,123
27784,Connecticut,US,12-04-20,12035,554
27547,California,US,03-04-20,12004,265
23241,,Romania,29-04-20,11978,693
22210,,Pakistan,24-04-20,11940,253
33501,,United Arab Emirates,29-04-20,11929,98
25849,,Sweden,15-04-20,11927,1203
23126,,Qatar,28-04-20,11921,10
23336,,Russia,10-04-20,11917,94
22897,,Poland,27-04-20,11902,562
2691,,Belgium,30-03-20,11899,513
32135,Tennessee,US,01-05-20,11891,204
6135,,Chile,23-04-20,11812,168
25943,,Switzerland,26-03-20,11811,191
1898,,Austria,04-04-20,11781,186
32806,Washington,US,18-04-20,11776,613
21273,,Netherlands,30-03-20,11750,864
25364,,Spain,17-03-20,11748,533
29600,Massachusetts,US,04-04-20,11736,216
22990,,Portugal,06-04-20,11730,311
30840,New York,US,21-03-20,11710,60
28818,Indiana,US,20-04-20,11688,577
5552,Quebec,Canada,10-04-20,11677,241
34721,,United Kingdom,26-03-20,11658,877
19815,,Mexico,23-04-20,11633,1069
24145,,Saudi Arabia,21-04-20,11631,109
22896,,Poland,26-04-20,11617,535
23240,,Romania,28-04-20,11616,663
31211,Ohio,US,19-04-20,11602,471
32698,Virginia,US,24-04-20,11594,411
31539,Pennsylvania,US,05-04-20,11589,151
30996,North Carolina,US,02-05-20,11588,431
16613,,Israel,13-04-20,11586,116
29499,Maryland,US,17-04-20,11572,334
5333,Ontario,Canada,19-04-20,11561,591
28118,Florida,US,04-04-20,11537,195
1897,,Austria,03-04-20,11524,168
32805,Washington,US,17-04-20,11517,603
16964,,Japan,22-04-20,11512,281
27783,Connecticut,US,11-04-20,11510,494
16044,,India,14-04-20,11487,393
28238,Georgia,US,10-04-20,11485,416
16500,,Ireland,14-04-20,11479,406
22657,,Peru,15-04-20,11475,254
25848,,Sweden,14-04-20,11445,1033
33390,,Ukraine,02-05-20,11411,279
33500,,United Arab Emirates,28-04-20,11380,89
16240,,Iran,13-03-20,11364,514
23239,,Romania,27-04-20,11339,641
6134,,Chile,22-04-20,11296,160
2605,,Belarus,27-04-20,11289,75
22989,,Portugal,05-04-20,11278,295
27681,Colorado,US,23-04-20,11278,552
22895,,Poland,25-04-20,11273,524
28689,Illinois,US,05-04-20,11259,274
23125,,Qatar,27-04-20,11244,10
28817,Indiana,US,19-04-20,11211,562
32227,Texas,US,09-04-20,11208,210
11835,,Ecuador,23-04-20,11183,560
24717,,Singapore,23-04-20,11178,12
22209,,Pakistan,23-04-20,11155,237
16612,,Israel,12-04-20,11145,103
16963,,Japan,21-04-20,11135,263
3495,,Brazil,05-04-20,11130,486
1896,,Austria,02-04-20,11129,158
30619,New Jersey,US,28-03-20,11124,140
30995,North Carolina,US,01-05-20,11070,419
32804,Washington,US,16-04-20,11057,579
23238,,Romania,26-04-20,11036,619
5332,Ontario,Canada,18-04-20,11013,564
32697,Virginia,US,23-04-20,10998,373
25847,,Sweden,13-04-20,10948,919
32803,Washington,US,15-04-20,10942,552
5551,Quebec,Canada,09-04-20,10912,216
25942,,Switzerland,25-03-20,10897,153
22894,,Poland,24-04-20,10892,494
27680,Colorado,US,22-04-20,10891,506
14080,,France,19-03-20,10871,243
21272,,Netherlands,29-03-20,10866,771
33389,,Ukraine,01-05-20,10861,272
11834,,Ecuador,22-04-20,10850,537
16176,,Indonesia,02-05-20,10843,831
33499,,United Arab Emirates,27-04-20,10839,82
2690,,Belgium,29-03-20,10836,431
6133,,Chile,21-04-20,10832,147
26973,,Turkey,30-03-20,10827,168
32802,Washington,US,14-04-20,10799,530
16961,,Japan,19-04-20,10797,236
16962,,Japan,20-04-20,10797,236
17430,,"Korea, South",02-05-20,10793,250
29712,Michigan,US,02-04-20,10791,417
29498,Maryland,US,16-04-20,10784,319
17429,,"Korea, South",01-05-20,10780,250
17428,,"Korea, South",30-04-20,10774,248
27546,California,US,02-04-20,10773,238
17427,,"Korea, South",29-04-20,10765,247
17426,,"Korea, South",28-04-20,10761,246
30994,North Carolina,US,30-04-20,10754,406
17425,,"Korea, South",27-04-20,10752,244
16611,,Israel,11-04-20,10743,101
17424,,"Korea, South",26-04-20,10738,243
32134,Tennessee,US,30-04-20,10735,199
17423,,"Korea, South",25-04-20,10728,242
17422,,"Korea, South",24-04-20,10718,240
